1,アリソン・ムーラーの最新作「Getting Somewhere」は、素晴らしい「The Duel」に続く、巨大な、巨大な失望である。率直に言って、「Getting Somewhere」に収録されている曲は、弱々しく、根性がない。  ムーラーは「The Duel」の美しさと感触を模倣しようとしているが、例えば「Hallelujah」や「New Years Day」のように、アールは素人的で陳腐で薄いプロダクションで素材の心を引き裂き、騙されたと感じるほどだ！ムーラーはこのリリースをじっくり見て、次回はRSフィールドの再インストールを真剣に検討すべきです。  もしMoorerが、燃えるようなギターグルーヴ、ドライブするドラム、魅惑的なボーカルを求めるなら、Earleはこの仕事には向かないだろう。  ムーラーは、あらゆるジャンルの中で最も優れた女性の声の持ち主であり、素晴らしい才能を持っている（彼女は意地の悪い歌も書ける！）。このCDは、彼女の能力を全く発揮していないので、すぐにバーゲン・ビンに入れるべきだ。
1,このアルバムのレビューのほとんどは、誰も知らない新しい素晴らしいジャンルやサウンドを発見したと思って特別な気分に浸っている人たちが書いているような気がするんだ。  君たちには悪いけど、このサウンドは90年代半ばからあったんだ。  Neutral Milk Hotelと呼ばれ、Decemberistsと呼ばれる詐欺師たちよりもはるかに優れていたのだ。  私の意見に反対する前に、ニュートラル・ミルク・ホテルの『In the Aeroplane over the Sea』（1997年）を手に取って、それから反対してみてほしい。
5,"Carbon Leafのサウンドは進化を続けており、その結果は素晴らしいものです。バンドは、自分たちの音楽スタイルを「定義」することはあきらめたと言います。なぜなら、それは多くの影響とオリジナルのアイディアの移り変わるブレンドだからです。これまでCarbon Leafは、ルーツ的なフォークロックにケルト、ブルーグラス、アルトポップの要素を加えたバリエーションを演奏してきました。この新しいアルバムは、クリーンでありながら印象的なストレートなポップ・ロック・サウンドに重点を置いています。その一方で、バラエティに富んでいる：例えば、""Block of Wood ""はカントリーロック的な華やかさを持ち、""International Airport ""はジャズ的な要素を含んでいる。全体として、これはバンドのブレイクアルバムにふさわしい、洗練された逸品です。  曲は、魅力的なもの（「Bright Lights」、「Love Loss Hope Repeat」）からアンセミックなもの（「Learn to Fly」、「Comfort」）、悲痛なもの（「Block of Wood」）、ユーモアなもの（「A Girl and Her Horse」）、深遠なもの（「The War Was in Color」）まで多岐にわたっています。もしあなたが感染力のあるメロディー、見事なハーモニー、示唆に富み、しばしばほろ苦い歌詞、美しい楽器編成、そして原始的で精巧に作られたプロダクションが好きなら、このアルバムはきっと気に入るはずです。   アコースティックなリズム・ギターを多用し、繊細なエレキ・ギターのリフやフィル（テリー・クラークとカーター・グラヴァット）できちんと装飾し、キラーリズム・セクション（ベースのジョーダン・メダスとドラムのスコット・ミルステッド）に支えられ、マンドリン（再びグラヴァット）のタッチもある。このアルバムでは、ゲストミュージシャンのティム・ラウアーによるキーボードワークが、カーボンリーフの初期の作品よりも少し多めになっています。そして、リード・シンガーのバリー・プリヴェット（全曲作詞作曲）の澄んだ、響くような、時には催眠術のような歌声が、すべてを包み込んでいます。  この作品は、ガスターの「Ganging Up on the Sun」と並んで、私が2006年にリリースした作品の中で最も気に入っている作品です。カーボン・リーフの新しいファンも長年のファンも、この『Love, Loss, Hope, Repeat』には多くの喜びがある。"
4,正当なヒット曲が1曲しかないグループのベストヒットパッケージで私が好きなのは、飽きがこないことだ。Timbuk 3のベスト盤は、彼らの音楽を楽しむための良いきっかけになるし、ラジオで何度も聴いたことのある曲でも飽きることはないだろう。もしバンドについてもっと情報が欲しいなら、少なくとも1つの素晴らしいウェブサイトがあるので、ウェブで検索してみてください。このCDとライブ盤を買ったら、中古のゴミ箱を探さなければならないだろう。
5,"このサウンドトラックは素晴らしいです。cdを聴いていてスキップする曲は1つもありません。  馴染みのあるアーティストと馴染みのないアーティストが歌う最近の曲と古い曲のミックスは最高です。  Anita Nalick, Breathe (2a.m.)は、アルバムの値段以上の価値があります。"
5,私は長い間、アルバムを買っていません。なぜなら、オンライン海賊版がある中で、誰が余分なお金を使う必要があるのでしょうか？でも、これは買わなきゃいけないんだ。  ファインスタインの声はとてもピュアで多彩です。ある瞬間は面白く、次の瞬間には胸を打つようなほろ苦さがあります。彼のパフォーマンスは一級品で、ライブコンサートでこれだけ歌えるということを考えなければならない。  
4,私はクリスマスCDを100枚くらい持っていますが（趣味です）、「Explicit Lyrics」の警告があるのはこれだけだと思います！  これは「Here Comes Fatty Claus」という1曲だけで、「sh*t」という言葉がかなり目立つように使われているためです。  私はかなり幼い子供がいるので、その曲の入っていないCDを焼きました。彼女はそれを気に入っています！  CDについては...かなりいい感じです。ウォーターズは、私が知る限りユニークな、キャンピークリスマスソングのベストを集めることに成功しました。    でも、ただのノベルティCDじゃないんだ...曲がいいんだよ。これは意図的なキャンプではありません...タイニー・タイムの曲を除いては、誠実なものなのです。(よくできているので、娘のお気に入りの一つです。
1,Fiddy Centだけでは物足りないのか、Kayne Westのこの恐ろしいトレンドがやってきました。今まで言われたことのないことを言う必要があるのでしょうか？何もありません。私の仕事は、一つ星のレビュアーたちがやってくれました。私が言いたいのは、このラッパーが遅かれ早かれ宇宙から消えていくことを願うということだけです。  良いラップが欲しい？トゥパック（R.I.P.）かパブリック・エネミーをどうぞ。
1,"ほとんどの人が、このアルバムをチープ・トリックの「カムバック・アルバム」だと考えていた。  しかし、16年経った今、私はこのアルバムが ""ゴーバック ""アルバムであることを認めざるを得ない。  チープ・トリックは80年代にリリースしたほとんどの作品で音楽界に火をつけることはなかったが、信じられないほど劣悪なリリース『&quot;The Doctor&quot;』で腐敗が始まるまでは、彼らのアルバムについて何か良いことを言わなければならないと、積極的に探していたのだった。  quot;TheDoctor&quot;では、探したが空振りだった。 &quot;Lap Of Luxury&quot;はそこまでひどくはないが、この後のリリースに悪い流れを作ることになった。  私は何年もかけて何十枚ものチープ・トリックのコンピレーションを作ったが、LOLから収録した曲は&quot;Let Go&quot;だけだった。  80年代から90年代初頭にかけてのリリースで一貫して私をいらだたせたのは、このアルバムがトリックを彼らのロッキンのルーツに戻したというプレスリリースだったんだ。  しかし、これはそれとは程遠いものだった。  そうですね。  私は覚えている。"
5,ダン・ゼーンズは最高です！20ヶ月の子供だけでなく、夫も私もこれを楽しんで聴いています。息子用に持っている他の音楽CDのほとんどは、少し聴くとイライラしてしまうんです。Rocket Ship Beachは楽しくて家族で楽しめる音楽です！すべての年齢の方にお勧めします。
1,うわあああああああああああああああああああああああああああああああああああああああああああああああああああこれは恐ろしいアルバムだ。Comin' From Where I'm Fromがとても良かったので、ここぞとばかりに良いものを期待したのですが。間違っている。タイトル曲のアンソニー・ハミルトンは、潜在的にポジティブな社会科学的歌詞で登場し、その後、祈りについて話し始める。もちろん、神話にこだわるカルト宗教の人たちは心配などしておらず、神話的な魔法使いが空からやってきて、ひざまづいていればすべてを解決してくれると考えている。その後の4曲は完全にジーザスソングである。人々は何らかの理由で不快と判断したアルバムに警告ラベルを求めるが、カルトの警告のようなものが必要なのだ。私は、このCDがカルトのゴタゴタに乗っかっていると知っていたら、購入しなかっただろう。Preacher's Daughter」では、「A preacher's daugher so she had common sense」とまで言っている。ジョークなのかどうかはわからないが、常識的に考えて、魔法使いは雲の上に住んでいるわけではないことがわかるはずだ。そして「Pass Me Over」は、アイス・キューブの「Lethal Injection」の2部構成のスキットで、猫がただ座ってイエスを待ち、アイス・キューブに自分のものをすべて与えるという場面を思い出させる。しかし、アンソニー・ハミルトンは、神話が現実になるのをただ座って待つことをポジティブなことのように伝えようとしています。もし、このような行動が個人的な問題や世界の問題に対する真の解決策だと考えているのなら、私は、私たちの未来がとても心配になります。それは非常に危険な精神状態です。「Sista Big Bones」は良い曲だが、これを買う価値はない。
4,Ab Fabのバブルは、マリリン・モンロー、ビリー・ホリデイ、ジュディ・ガーランドなどにそっくりな音です。  なんて才能なんだ。  彼女には自分のラスベガスショーが必要だ。  彼女は素晴らしい存在になるだろう！  
5,このアルバムについては、前作との比較という意味で、肯定的な評価と否定的な評価が多いようです。正直なところ、私はこのアルバムを3回聴くまで、バンドの人事異動を知りませんでした。Evanescenceは本物です。楽しんでください！5つ星です。
5,私はBeckのことをよく知らなかった一人です。  Loser」、「Where It's At」、「The New Pollution」など、彼のヒット曲は知っていましたが、彼について深く考えたことはありませんでした。  3ヶ月ほど前、Napster2Goでこのアルバムから2曲ほどダウンロードするまでは......「E Pro」と「Girl」だ。  何度か聴いてみて、その後すぐにGueroの全アルバムをダウンロードしました。  このアルバムが2005年のベストアルバムに選ばれたのには理由があるんだ。  これは素晴らしいアルバムです。  長いドライブ中に、ベターハーフに何曲か聴かせたら、だんだん病みつきになった。  今ではこのアルバムだけでなく、私たち2人にとってのBeckのカタログはほとんど全てです :)最初は「うーん」と思っていた曲も、だんだん好きになってきました。  音楽性は完璧だし、BECKは間違いなく健康的な皮肉が混じった強いユーモアのセンスを持っている！  E-Pro（アルバムのキックスタートが素晴らしい）、Que Onda' Guero（ローライダーのホーン、そして「ヘイ！ゲロ！」というランダムなシャウトが最高）、Girl（キャッチー。これは大ヒットするはずだった...）、Earthquake Weather（心に響くメロディー、素晴らしいリフ！）、Hell Yes（ハイ！）、そして私はRental Carが本当に好きです...ちょうどかわいい小さな曲で、短すぎます...リフと詩もキャッチーです！  このアルバムをぜひチェックしてみてください。  まさに逸品
5,このアーティストは明らかに過去のカントリーミュージシャンを参考にしているので、「アルトカントリー」という表現は確かに限定的だが、正確な参照点である。しかし、間違いなく、これは同じような古い同じようなものを繰り返すような退屈なものではなく、むしろ例外的な現代音楽である。私は通常、ツンギーよりもヘビーの方に傾くのだが、これはとてもよく書かれていてキャッチーで独特のメランコリックな雲がかかっており、この女性は歌うこともできる。この指定にふさわしい最近のミュージシャン数名のひとりである
5,"David Rawlingsプロデュースの「O.C.M.S.」が私の音楽コレクションに大きな影響を与えた後、「Big Iron World」の予約はかなり大きな期待をもって行われました。Wagon Wheel」のような即効性のある曲はないものの、「Big Iron World」は素晴らしく意外性のあるパンチを効かせています。OCMSのライブ・アクトを最大限に捉えてはいないが（そして、誰がそんなことをできるだろうか）、ローリングスのプロダクションは再びOCMSの信頼性を維持し、他のネオ・ブルーグラスのレコードに見られるような無粋でオーバープロダクションで人工的なギミックは全くなく、彼らの「オールドタイム」音楽を現代のエリアに押し出すことに成功した。   「Big Iron World ""は、歴史に囚われたり、過去の偉業に噛み付こうとするアルバムではありません。OCMSは ""Big Iron World ""で再び独自のサウンドを示し、ブルーグラス/カントリー/ロック/パンク/フォークの限界を押し広げながら、ウディ・ガスリーの寓話、ミュールスキナーのピッキング、ディランの60年代後半のアルバムに敬意を払い振り返った。さらに、『ビッグ・アイアン・ワールド』の曲は、完全な作品群を構成している。プロユニオンの「Union Maid」とフォーク調の「James River Blues」は、各曲が次の曲を引き立て、アルバム全体として機能している際立った曲である。OCMSのすべてのアルバムと同様に、『Big Iron World』は、同じような年齢のアーティストが出した他のほとんどのアルバムと比較して、新鮮な空気を感じさせるものだ。  彼らは、様々なジャンルのファンが楽しめる素晴らしい曲のコレクションを作り上げたのである。"
5,家に1枚、車に1枚、そしてもう1枚は、彼のコンサートでサインしてもらったものです！1997年末にテレビのトークショーに出演して以来、彼のファンです...日々の多忙なスケジュールにもかかわらず、彼の音楽はいつも私たちを穏やかでリラックスした平和な場所に戻してくれます...今では小さな子供がいるので、彼らは彼の音楽を聞くことに慣れていて、就寝時間がさらに甘くなりますね！:)
1,"冗談でしょう？このアルバムに5つ星をつけている人たちがいるんだ。みんな盲目すぎて笑えないよ。これはすべて商業化されたゴミだ。E-40は今、この ""hyphy ""チップに夢中なんだ。Hyphyはストレートにワックだし、歌詞には何のコンセプトもない。すべて無意味です。  プロダクションは、そうだな、このアルバムのように、商業化されたアルバムはすべてプロダクションがある。しかし、それにしても歌詞はどこにあるのだろう？   このアルバムは、ビートとフックのためだけに座って好きになるようなアルバムの1つだ(笑)。このタイプの音楽を聴く人は本当のヒップホップが好きではない、言ったように彼らは盲目だ。ヒップホップのファンでない人たちは、あなたが聴くことを批判しませんが、ヒップホップのファンを名乗る人たちは、ここから出て行ってください、あなたはそうではありません。   このアルバムは商業的なラップを聴く人だけのもので、アンダーグラウンドが好きな人は絶対に近づかないように。代わりに本物のHipHopを手に入れよう。  ピース。"
2,最初にこのCDを買ったときはとても気に入っていたのですが、他のCDと違って、時間が経つにつれて音が悪くなっていきました。2-3ヶ月後には引き出しの中で眠っていて、ラジオでKillersが流れると局を飛ばしてしまうようになっていました。今週末のヴァージン・フェスティバルで彼らのライブを見た後、彼らは完全にインチキだとわかった。自分自身のために、このCDを買うお金を節約してください。
5,"大音量のコンサートの後、長い夜道を帰宅するとき、私は静かで落ち着くものを聴きたいのです。  THE PIZZA TAPESは、私のお気に入りの静かで落ち着く曲のひとつで、アコースティックなジャミングとインスピレーションに満ちた演奏の甘い傑作です。  1993年2月の2日間、ガルシア、グリスマン、ライスの3人が集まって、いくつかの曲をいじりながらテープに録音し、その出来栄えを確認しました。  周知のように、この録音は悪名高い ""ピザボーイ ""によって盗まれ、すぐにグレイトフル・デッドのテープやCDの取引コミュニティの所有物となった。  数年後、グリスマンはその音源をリマスタリングし、ベストテイクをこのアルバムに収録した。  このアルバムはエレクトリック・ジャムのアルバムではなく、むしろ即興的で、静かで、気楽なものである。  人によっては ""BGM ""として片付けてしまうかもしれない。  しかし、よく聴いてみると、トリオは伝統的な曲、ボブ・ディランの曲、ガーシュイン（！）の曲などをとても巧みに扱っていて、インスピレーションに欠ける音や間違った音を見つけることはほとんどない。  ガルシアはあちこちで失敗しているが、その失敗さえも聴きものにしている。  間違いなく名盤であり、私は期待して受け取ったものです。  今でもこれをかけると楽しいし、何度も聴くうちにもっと良くなる。  ところで、私はこのジャケットアートが大好きです...CDケースはピザの箱を模して作られています。  CDケースを開けると、ディスクはピザパイで、すべてのトッピングが載っている。  裏面にはスパイシーなメニューも載っていて、アルバムを聴いているとピザが食べたくなるんです。  PIZZA TAPESは、確かにおいしいアルバムだ。素晴らしい音楽と素晴らしいピザ、最高の組み合わせだ！"
